Method,Full Scan,Full Scan,Train Set,Train Set,Biharmonic,Biharmonic,TV,TV,FMM,FMM,Navier Stokes,Navier Stokes,NVS,NVS
,PSNR,SSIM,PSNR,SSIM,PSNR,SSIM,PSNR,SSIM,PSNR,SSIM,PSNR,SSIM,PSNR,SSIM
PhantomID,,,,,,,,,,,,,,
0,63.01236668081482,0.5432626469851789,58.888632682211046,0.5105439667594444,59.00028901664517,0.5068984246196024,59.220517391925924,0.5102621367045732,59.22549570670286,0.5092181106849734,60.34394032308427,0.5032879013509872,57.86177340847904,0.49331918027127747
Avg,63.01236668081482,0.5432626469851789,58.888632682211046,0.5105439667594444,59.00028901664517,0.5068984246196024,59.220517391925924,0.5102621367045732,59.22549570670286,0.5092181106849734,60.34394032308427,0.5032879013509872,57.86177340847904,0.49331918027127747
