Method,SSIM,PSNR
GT Slice,0.9820643189231266,71.38986882396078
Full Scan Reconstruction,0.25478136515168265,68.53076058845531
Train Set Reconstruction,0.16672021044354812,58.57202845805265
NVS Reconstruction,0.10676357481544486,54.216053508544306
Biharmonic Reconstruction,0.14706608497274054,55.729940751867495
NS Reconstruction,0.15590841831755667,56.09324657220409
FMM Reconstruction,0.15440581383614474,56.84764978013015
TV Reconstruction,0.12153144782955382,55.85391965195588
