Method,SSIM,PSNR
GT Slice,1.0000000005669485,204.66100321873034
Full Scan Reconstruction,0.22148904332577413,63.07305801841515
Train Set Reconstruction,0.19472066770801563,61.05930459940632
NVS Reconstruction,0.20432589997239756,60.23080996031648
Biharmonic Reconstruction,0.2198054768883157,63.37293638210362
NS Reconstruction,0.21445474763430714,62.413357052171946
FMM Reconstruction,0.20000969518891076,60.57502241949593
TV Reconstruction,0.2138049644340268,62.35782531140203
